"","AR_ID","NID_ID","Dam_Name","Description","Year_Removed","Latitude","Longitude","City_County","River","HUC8","State","Dam_Height_ft","Dam_Length_ft","Year_Built","Owner","Original.Use","Type_Material","Miles_Restored_US","Miles_Restored_DS","River_Miles_Reported","Last_Updated","X","X.1"
"315","IL-025","IL00918","North Avenue Dam","","2006",41.75317,-88.322,"Aurora","Fox River","Milwaukee","IL","2.75","365","","City of Aurora","","Concrete","","","1.5","11/10/2017","",""
"316","IL-026","","Golf Course Dam","","2008",42.21729,-87.9681,"Veron Hills","Seavey Ditch","Des Plaines","IL","4","45","","Vernon Hills Golf Course","","","","","2","11/10/2017","",""
"317","IL-027","","Stone Gate Park #2 Dam","","2010",41.63694,-88.3459,"Oswego","Waubonsie Creek","Lower Fox","IL","2.5","40","","Oswegoland Park District","","","","","","11/10/2017","",""
"318","IL-028","","Ryerson Dam","","2011",42.17519,-87.9168,"Riverwoods","Des Plaines River","Des Plaines","IL","2.5","120","","Lake County Forest Preserve District","","","","","5","11/10/2017","",""
"319","IL-029","","Warrenville Dam","","2011",41.82146,-88.1723,"Warrenville","West Branch DuPage River","Des Plaines","IL","8","100","","DuPage County","","","","","25","11/10/2017","",""
"320","IL-030","","McDowell Grove Dam","","2011",41.79468,-88.1871,"Naperville","West Branch DuPage River","Des Plaines","IL","5","100","","DuPage County","","","","","25","11/10/2017","",""
"321","IL-031","IL55144","Churchill Woods","","2011",41.88307,-88.0364,"Lilse","East Branch DuPage River","Des Plaines","IL","4","50","","DuPage County","","","","","5","11/10/2017","",""
"322","IL-032","","Armitage Avenue Dam","","2012",41.914763,-87.833237,"Elmwood Park","Des Plaines River","Des Plaines","IL","5.5","106","","Cook County Forest Preserve District","","","","","7","11/10/2017","",""
"323","IL-033","","Judson College Dam","","2012",42.05999,-88.2915,"Elgin","Tyler Creek","Upper Fox","IL","1.5","75","","Judson College","","","","","5","11/10/2017","",""
"324","IL-034","","Wing Park Dam","","2012",42.05322,-88.3054,"Elgin","Tyler Creek","Upper Fox","IL","1","60","","Elgin Park District","","","","","25","11/10/2017","",""
"325","IL-035","","Dam #1","This restoration project on the Des Plaines River will eventually involve 7 total removals between Wisconsin and Joliet, Illinois.","2014",42.12401,-87.8956,"Wheeling","Des Plaines River","Des Plaines","IL","2.25","130","","Cook County Forest Preserve District","","","","","9","11/10/2017","",""
"326","IL-036","","Dam #2","This restoration project on the Des Plaines River will eventually involve 7 total removals between Wisconsin and Joliet, Illinois.","2014",42.08186,-87.8902,"Mt. Prospect","Des Plaines River","Des Plaines","IL","3","160","","Cook County Forest Preserve District","","","","","13","11/10/2017","",""
"327","IL-037","","Homer Park Dam","","pre-1959",40.05559,-87.95866,"North of Homer, Champaign County","Vermilion River","Vermilion","IL","","","1880s","","","Lowhead dam","","","","11/10/2017","",""
"328","IL-038","","Wabash River Lock 1","","1930s",38.43444,-87.7413,"North of Mt. Carmel, Wabash County","Wabash River","Lower Wabash","IL","12","1,100","1847","US Army Corps, transfer to Boy Scouts of America","","Stone masonry lock with white oak gates and a wood crib dam","","","","11/10/2017","",""
"329","IL-039","","Winnetka Dam","","2015",42.09458,-87.7571414,"Winnetka/Cook","Skokie River","Chicago","IL","3","43.8","Construction plans for the dam are dated 1948. However, other sources indicate that a dam has been in place at this location since 1918.","Cook County Forest Preserve District","","Concrete capped sheet piling dam and wingwalls with an 8"" thick concrete apron extending 7'+/- downstream ","","","<0.1 ","11/10/2017","",""
"330","IL-040","","Dempster Street Dam","","2016",42.03847,-87.8828,"Des Plaines/Cook","Des Plaines River","Des Plaines","IL ","9","102","1946","","Inundate raw sewage spoils","Concrete","","","","11/10/2017","",""
"331","IL-041","","MacArther Woods (Dam No.1B)","","2016",42.248354,-87.942587,"Vernon Hills","Des Plaines River","Des Plaines","IL ","3","140","","Lake County Forest Preserve District","","","","","25.4","11/10/2017","",""
"332","IL-042","","Oak Meadows Dam","This project involved the removal of a low head dam (Oak Meadows) and a smaller bed control structure.  Additionally, the project included the installation of 9000 SF of substrate, 10 pools, and 4100 LF of naturalized streambank stabilization. Project also included the creation of 67 acres of riparian habitat, prairie, savanna, and woodlands.","2015",41.9413028,-87.9836194,"Village of Addison, DuPage County","Salt Creek","Des Plaines","IL ","3","75","","","Irrigation for golf course","Concrete","","","1.5","11/10/2017","",""
"333","IL-044","","Wright Woods (Dam No.1A)","","2016",42.226349,-87.937832,"Vernon Hills","Des Plaines River","Des Plaines","IL ","1.5","121","","Lake County Forest Preserve District","","","","","1.8","11/10/2017","",""
"334","IL-045","","Danville Dam","The project included two dam removals-- Danville Dam and Ellsworth Park Dam. At Danville, the concrete dam spillway, west abutment and the two abandoned piers were removed.  Completion of the dam removal project removed a barrier of 175 stream miles upstream of Danville Dam and Ellsworth Park Dam in the Vermilion River basin, benefitting an extraordinarily high number of species in greatest need of conservation.  The dam was also considered a safety hazard.","2018",40.12225,-87.63156,"Danville, Vermilion","Vermilion River","Vermilion ","IL","11","207","1914","City of Danville","","Concrete","175 (total between both projects)","","","2/5/2019","",""
"335","IL-046","","Ellsworth Park Dam ","The project included two dam removals-- Danville Dam and Ellsworth Park Dam. Completion of the dam removal project removed a barrier of 175 stream miles upstream of Danville Dam and Ellsworth Park Dam in the Vermilion River basin, benefitting an extraordinarily high number of species in greatest need of conservation.  ","2018",40.12388,-87.63879,"City of Danville/Vermilion County ","North Fork Vermillion River ","Vermilion ","IL ","","","1920","City of Danville","","","175 (total between both projects)","","","2/5/2019","",""
"336","IN-001","","Pinhook Dam","","",NA,NA,"","","","IN","15","","","","","","","","","11/10/2017","",""
"337","IN-002","","Liberty Mills Dam","","2012",41.03755,-85.7391,"North Manchester","Eel River","Eel","IN","","","","","","","","","","11/10/2017","",""
"338","IN-003","","North Manchester Dam ","","2012",40.99391,-85.7818,"North Manchester","Eel River","Eel","IN","","","","","","","","","","11/10/2017","",""
"339","IN-004","","Huntington Mill Dam","","2016",40.8792889,-85.4911333,"Huntington/Huntington","Little River","Upper Wabash","IN","10","150","~1861","Huntington Mills","Flour mill","Concrete wier against original timber crib","","","18.2 upstream now connected (369 total)","11/10/2017","",""
"340","IN-005","","Mexico Dam","","2016",40.8282333,-86.11415,"Mexico, IN / Miama County","Eel River","Eel","IN","5","160","","","","Concrete","","","","11/10/2017","",""
"341","IN-006","","Fawn River Hatchery Dam","Removal of the earthen dam and the two spillway structures.  Stream channel is being restored through the former mill pond area.","2017",41.4433,-85.1027,"Town of Orland; Steuben County","Fawn River","St. Joseph","IN","10","190","prior to 1915","State of IN","Mill","Earthen dam w/2 concrete spillways","","","26","2/8/2018","",""
"342","IN-007","IN03389","Emerichsville Dam (16th Street Dam)","","2018",39.787206,-86.195113,"Indianapolis, Marion County","West Fork White River","Upper White","IN","10","360","1890s","City of Indianapolis","","Concrete encasing rock","31.6","1.9","","2/5/2019","",""
"343","IN-008","","Fox Farm Road Dam (Warsaw Water Supply Dam)","","2018",41.257863,-85.87225,"Warsaw, Kosciusko County","Tippecanoe River","Tippecanoe","IN","3","50","Possibly 1960's","City of Warsaw","","Concrete","104","500+","","2/5/2019","",""
"344","KS-001","","Edwin K. Simpson Dam","","",NA,NA,"","","","KS","25","","","","","","","","","11/10/2017","",""
"345","KS-002","","Kansas Gas & Electric Dam","","",NA,NA,"","","","KS","","","","","","","","","","11/10/2017","",""
"346","KS-003","","Lake Bluestem Dam","","",NA,NA,"","","","KS","68","","","","","","","","","11/10/2017","",""
"347","KS-004","","Moline Middle City Lake Dam","","",37.35466,-96.3281,"Moline","Wildcat Creek","Elk","KS","21","","","","","","","","","11/10/2017","",""
"348","KS-005","","Mott Dam","","",NA,NA,"","","","KS","21","","","","","","","","","11/10/2017","",""
"349","KS-006","","Robert Yonally Dam","","",NA,NA,"","","","KS","","","","","","","","","","11/10/2017","",""
"350","KS-007","","Soldier Lake Dam","","",NA,NA,"","","","KS","14","","","","","","","","","11/10/2017","",""
"351","KY-001","","West Fork Pond River #2 Dam","","",NA,NA,"","West fork of Pond River","","KY","16","","","","","","","","","11/10/2017","",""
"352","KY-002","","No Name #1 Dam","","1982",NA,NA,"","Great Onyx Pond","","KY","5","","","","","","","","","11/10/2017","",""
"353","KY-003","","No Name #2 Dam","","1982",NA,NA,"","Great Onyx Pond","","KY","5","","","","","","","","","11/10/2017","",""
"354","KY-004","","Sharpsburgh Reservoir Dam","","1985",38.25869,-83.878,"Sharpsburg","Little Flat Creek","Licking","KY","35","","","","","","","","","11/10/2017","",""
"355","KY-005","","Lock & Dam 6 (GRLD6)","","2017",37.206513,-86.260631,"Brownsville/Edmonson","Green","Upper Green ","KY","9.2","145","1906","U.S. Army Corps of Engineers","Navigation","Concrete/earthen/timber crib","","","10","2/8/2018","",""
"356","LA-001","","Kisathie Lake Dam","","",NA,NA,"","Dry Pong Creek","","LA","25","","","","","","","","","11/10/2017","",""
"357","LA-002","","Castor Lake Dam","","",31.14,-93.21,"Leesville","Pond Branch","Lower Sabine","LA","10","","","","","","","","","11/10/2017","",""
"358","LA-003","","Bayou Dupont #13 Dam","","",31.6673,-93.3576,"Robeline","Tributary to Bayou Dupont","Bayou Pierre","LA","23","","","","","","","","","11/10/2017","",""
"359","MA-001","","Moody St. Feeder Dam","","",NA,NA,"","","","MA","12","","","","","","","","","11/10/2017","",""
"360","MA-002","","Old Berkshire Mill Dam","This dam on the East Branch of the Housatonic River was breached in November 2000, doubling the available trout habitat.  ","2000",42.47055,-73.1691,"Dalton","Housatonic River","Housatonic","MA","","","","","","","","","","11/10/2017","",""
"361","MA-003","","Billington Street Dam","The Billington Street Dam was removed in 2002.  Erosion at this over 200-year old earthen dam and deterioration of its fishway had blocked 
migration of alewives each spring.  Removal of this dam and restoration of Town Brook has restored the fisheries in an area where the pilgrims historically came to fish for alewife.  ","2002",41.95075,-70.6731,"Plymouth","Town Brook","Cape Cod","MA","","","","","","","","","","11/10/2017","",""
"362","MA-004","","Silk Mill Dam","This dam was removed to benefit resident and migratory fish populations (Atlantic salmon).  This project is part of a larger restoration effort to restore Yokum Brook to free-flowing status with plans for breaching a downstream dam already in the works.  ","2003",42.328315,-73.083637,"Becket","Yokum Brook","Westfield","MA","15","","","","Mill power","Concrete","","","","11/10/2017","",""
"363","MA-005","","Upper Cook's Canyon Dam","The Upper Cooks Canyon Dam served no current purpose and was removed because of the owner's liability concerns and restore habitat for resident species.  The dam was removed in June 2006. ","2006",42.41451,-72.1066,"Barre","Galloway Brook","Chicopee","MA","9.5","84","","","","Earthen berm dam with a concrete and wood control structure","","","","11/10/2017","",""
"364","MA-006","","Sandwich Game Farm Dam","","2006",41.7311,-70.4273,"East Sandwich","Mill Creek","Cape Cod","MA","","","","","","","","","","11/10/2017","",""
"365","MA-007","","Robbins Dike Dam","This dam was meant to promote trout spawning in a fishery created by the impoundment, as well as preserve water levels for a defunct cranberry operation.  As understanding of fish behavior and spawning habits has improved since those times, the dam was removed in fall 2006, because it inundated salter brook trout spawning habitat with excessive sediment. ","2006",41.76645,-70.6351,"Plymouth","Red Brook","Cape Cod","MA","5.5","100","Early 1900s","","Trout spawning and cranberry business","Earthen berm dam with a wood control structure","","","","11/10/2017","",""
"366","MA-008","","Ballou Dam","This dam was originally part of a now closed mill complex.  The dam was no longer used for its original purpose and blocked an Atlantic salmon restoration stream with high quality habitat for coldwater species.  Ballou Dam was removed by the Town of Becket and funded by a partnership developed by the Massachusetts Riverways Program.  ","2006",42.331868,-73.083379,"Becket","Yokum Brook","Westfield","MA","10","50","","","Mill","Concrete","","","","11/10/2017","",""
